ComputerTime,FixType,Latitude (dd),Longitude (dd),Satellites,Altitude (m),HDOP,Course (°True N),Speed (km/h),UTCDate,UTCTime
2024-01-17T12:18:55.581,2,42.3008533333333,-71.349765,9,65.1,0.91,71.24,5.093,17-Jan-2024,17:18:55
2024-01-17T12:18:56.574,2,42.300855,-71.3497483333333,9,65,0.91,81.28,4.29664,17-Jan-2024,17:18:56
2024-01-17T12:18:57.773,2,42.3008583333333,-71.3497316666667,9,65,0.91,84.81,4.87076,17-Jan-2024,17:18:57
2024-01-17T12:18:58.588,2,42.3008616666667,-71.349715,9,64.9,0.91,81.02,4.5374,17-Jan-2024,17:18:58
2024-01-17T12:18:59.583,2,42.300865,-71.3497,9,64.8,0.91,74.81,4.57444,17-Jan-2024,17:18:59
2024-01-17T12:19:00.619,2,42.3008666666667,-71.34968,9,64.8,0.91,80.65,5.38932,17-Jan-2024,17:19:00
2024-01-17T12:19:01.579,2,42.3008683333333,-71.34966,9,64.7,0.91,77.13,5.13004,17-Jan-2024,17:19:01
2024-01-17T12:19:02.811,2,42.3008683333333,-71.34964,9,64.7,0.91,88.59,5.33376,17-Jan-2024,17:19:02
2024-01-17T12:19:03.632,2,42.3008716666667,-71.34962,9,64.7,0.91,74.27,4.64852,17-Jan-2024,17:19:03
2024-01-17T12:19:04.573,2,42.3008733333333,-71.3496,9,64.6,0.91,83.93,5.35228,17-Jan-2024,17:19:04
2024-01-17T12:19:05.614,2,42.3008816666667,-71.34958,9,64.7,0.91,71.9,5.05596,17-Jan-2024,17:19:05
2024-01-17T12:19:06.615,2,42.3008866666667,-71.3495616666667,9,64.7,0.91,73.93,5.68564,17-Jan-2024,17:19:06
2024-01-17T12:19:07.818,2,42.3008883333333,-71.3495433333333,9,64.5,0.91,81.74,5.7412,17-Jan-2024,17:19:07
2024-01-17T12:19:08.618,2,42.3008933333333,-71.349525,9,64.4,0.91,81.62,4.64852,17-Jan-2024,17:19:08
2024-01-17T12:19:09.623,2,42.3008983333333,-71.3495066666667,9,64.5,0.91,102.84,5.05596,17-Jan-2024,17:19:09
2024-01-17T12:19:10.629,2,42.3008983333333,-71.349485,9,64.7,0.91,88.94,4.51888,17-Jan-2024,17:19:10
2024-01-17T12:19:11.659,2,42.3009033333333,-71.34947,9,64.6,0.91,77.82,4.2596,17-Jan-2024,17:19:11
2024-01-17T12:19:12.777,2,42.3009083333333,-71.3494566666667,9,64.6,0.91,72.22,4.01884,17-Jan-2024,17:19:12
2024-01-17T12:19:13.591,2,42.3009133333333,-71.3494433333333,9,64.5,0.91,93.37,3.68548,17-Jan-2024,17:19:13
2024-01-17T12:19:14.634,2,42.3009116666667,-71.3494316666667,9,64.5,0.91,110.82,2.66688,17-Jan-2024,17:19:14
2024-01-17T12:19:15.577,2,42.30091,-71.3494266666667,9,64.3,0.91,144.24,2.1298,17-Jan-2024,17:19:15
2024-01-17T12:19:16.543,2,42.3009033333333,-71.3494233333333,9,64.2,0.91,161.06,1.90756,17-Jan-2024,17:19:16
2024-01-17T12:19:17.784,2,42.3008916666667,-71.34941,9,64.5,0.91,176.91,1.852,17-Jan-2024,17:19:17
2024-01-17T12:19:18.566,2,42.3008866666667,-71.3494,9,65,0.91,173.45,2.09276,17-Jan-2024,17:19:18
2024-01-17T12:19:19.589,2,42.3008816666667,-71.3493933333333,9,65.3,0.91,172.11,2.33352,17-Jan-2024,17:19:19
2024-01-17T12:19:20.581,2,42.3008766666667,-71.3493966666667,9,65.3,0.91,197.35,2.38908,17-Jan-2024,17:19:20
2024-01-17T12:19:21.566,2,42.30087,-71.349395,9,65.4,0.91,178.78,3.20396,17-Jan-2024,17:19:21
2024-01-17T12:19:22.814,2,42.30086,-71.349405,9,65.2,0.91,193.49,3.29656,17-Jan-2024,17:19:22
2024-01-17T12:19:23.628,2,42.30085,-71.3494083333333,9,65.2,0.91,191.2,3.44472,17-Jan-2024,17:19:23
2024-01-17T12:19:24.620,2,42.3008433333333,-71.34941,9,64.8,0.91,174.24,3.57436,17-Jan-2024,17:19:24
2024-01-17T12:19:25.594,2,42.3008366666667,-71.3494066666667,9,64.6,0.91,156.4,3.83364,17-Jan-2024,17:19:25
2024-01-17T12:19:26.574,2,42.3008283333333,-71.349405,9,64.3,0.91,150.48,3.25952,17-Jan-2024,17:19:26
2024-01-17T12:19:27.818,2,42.3008283333333,-71.3493966666667,9,64.1,0.91,123.02,3.20396,17-Jan-2024,17:19:27
2024-01-17T12:19:28.634,2,42.300825,-71.3493933333333,9,63.8,0.91,118.17,2.92616,17-Jan-2024,17:19:28
2024-01-17T12:19:29.646,2,42.3008233333333,-71.3493866666667,9,63.4,0.91,103.66,3.241,17-Jan-2024,17:19:29
2024-01-17T12:19:30.635,2,42.3008183333333,-71.3493783333333,9,63.2,0.91,102.17,3.22248,17-Jan-2024,17:19:30
2024-01-17T12:19:31.638,2,42.300815,-71.34937,9,63,0.91,103.71,3.18544,17-Jan-2024,17:19:31
2024-01-17T12:19:32.775,2,42.3008116666667,-71.3493633333333,9,62.7,0.91,108.46,2.8706,17-Jan-2024,17:19:32
2024-01-17T12:19:33.547,2,42.30081,-71.3493566666667,9,62.5,0.91,103.06,2.66688,17-Jan-2024,17:19:33
2024-01-17T12:19:34.586,2,42.3008083333333,-71.34935,9,62.3,0.91,103.03,2.55576,17-Jan-2024,17:19:34
2024-01-17T12:19:35.596,2,42.3008066666667,-71.34934,9,62.1,0.91,94.51,2.64836,17-Jan-2024,17:19:35
2024-01-17T12:19:36.566,2,42.3008083333333,-71.349345,9,61.7,0.91,43.57,1.24084,17-Jan-2024,17:19:36
2024-01-17T12:19:37.763,2,42.30081,-71.3493416666667,9,61.6,0.91,30.42,1.16676,17-Jan-2024,17:19:37
2024-01-17T12:19:38.577,2,42.3008083333333,-71.3493383333333,9,61.5,0.91,9.22,0.29632,17-Jan-2024,17:19:38
2024-01-17T12:19:39.559,2,42.3008016666667,-71.3493333333333,9,61.2,0.92,192.53,0.79636,17-Jan-2024,17:19:39
2024-01-17T12:19:40.561,2,42.3007966666667,-71.3493333333333,9,61.2,0.91,182.44,1.4816,17-Jan-2024,17:19:40
2024-01-17T12:19:41.594,2,42.3007883333333,-71.3493283333333,9,61,0.91,177.02,2.1298,17-Jan-2024,17:19:41
2024-01-17T12:19:42.756,2,42.3007766666667,-71.349325,9,60.7,0.91,185.56,3.07432,17-Jan-2024,17:19:42
2024-01-17T12:19:43.623,2,42.3007633333333,-71.349315,9,60.5,0.91,179.94,3.38916,17-Jan-2024,17:19:43
2024-01-17T12:19:44.613,2,42.3007516666667,-71.3493033333333,9,60.4,0.91,180.99,3.1484,17-Jan-2024,17:19:44
2024-01-17T12:19:45.622,2,42.3007366666667,-71.3492933333333,9,60.3,0.91,186.25,3.3336,17-Jan-2024,17:19:45
2024-01-17T12:19:46.556,2,42.3007266666667,-71.34929,9,60,0.91,183.2,3.3336,17-Jan-2024,17:19:46
2024-01-17T12:19:47.743,2,42.30072,-71.34929,9,59.6,0.91,186.57,3.27804,17-Jan-2024,17:19:47
2024-01-17T12:19:48.607,2,42.3007083333333,-71.34929,9,59.2,0.91,189.14,4.12996,17-Jan-2024,17:19:48
2024-01-17T12:19:49.632,2,42.3006966666667,-71.3492833333333,9,58.9,0.91,192.23,3.96328,17-Jan-2024,17:19:49
2024-01-17T12:19:50.609,2,42.3006866666667,-71.34928,9,58.6,0.91,185.72,3.87068,17-Jan-2024,17:19:50
2024-01-17T12:19:51.571,2,42.30067,-71.3492683333333,9,58.5,0.91,187.47,3.55584,17-Jan-2024,17:19:51
2024-01-17T12:19:52.796,2,42.3006583333333,-71.3492666666667,9,58.3,0.91,189.68,3.8892,17-Jan-2024,17:19:52
2024-01-17T12:19:53.616,2,42.3006483333333,-71.3492583333333,9,58.1,0.91,184.64,3.72252,17-Jan-2024,17:19:53
2024-01-17T12:19:54.621,2,42.30064,-71.349255,9,57.8,0.91,183.05,3.68548,17-Jan-2024,17:19:54
2024-01-17T12:19:55.597,2,42.30063,-71.3492516666667,9,57.7,0.91,180.27,3.77808,17-Jan-2024,17:19:55
2024-01-17T12:19:56.615,2,42.3006216666667,-71.3492433333333,9,57.6,0.91,174.12,3.40768,17-Jan-2024,17:19:56
2024-01-17T12:19:57.768,2,42.30061,-71.349235,9,57.2,0.91,176.59,3.1484,17-Jan-2024,17:19:57
2024-01-17T12:19:58.572,2,42.3005966666667,-71.3492316666667,9,56.8,0.91,173.8,3.59288,17-Jan-2024,17:19:58
2024-01-17T12:19:59.559,2,42.3005816666667,-71.3492166666667,9,56.7,0.91,171.44,3.704,17-Jan-2024,17:19:59
2024-01-17T12:20:00.571,2,42.30057,-71.3492116666667,9,56.3,0.91,169.89,3.68548,17-Jan-2024,17:20:00
2024-01-17T12:20:01.580,2,42.30056,-71.3491983333333,9,56.2,0.91,162.55,3.46324,17-Jan-2024,17:20:01
2024-01-17T12:20:02.741,2,42.3005466666667,-71.3491883333333,9,56.1,0.91,165.38,3.83364,17-Jan-2024,17:20:02
2024-01-17T12:20:03.571,2,42.3005366666667,-71.34918,9,56.1,0.91,165.96,3.9818,17-Jan-2024,17:20:03
2024-01-17T12:20:04.584,2,42.3005233333333,-71.34917,9,56,0.91,161.61,4.12996,17-Jan-2024,17:20:04
2024-01-17T12:20:05.593,2,42.3005116666667,-71.3491533333333,9,55.8,0.91,156.89,4.33368,17-Jan-2024,17:20:05
2024-01-17T12:20:06.599,2,42.3004966666667,-71.3491466666667,9,55.7,0.91,155.44,4.61148,17-Jan-2024,17:20:06
2024-01-17T12:20:07.807,2,42.3004833333333,-71.3491433333333,9,55.7,0.91,157.51,4.18552,17-Jan-2024,17:20:07
2024-01-17T12:20:08.629,2,42.3004733333333,-71.349135,9,55.7,0.91,156.73,4.167,17-Jan-2024,17:20:08
2024-01-17T12:20:09.616,2,42.30046,-71.3491483333333,9,55.6,0.91,160.98,3.85216,17-Jan-2024,17:20:09
2024-01-17T12:20:10.561,2,42.30045,-71.3491416666667,9,55.6,0.91,160.6,3.5188,17-Jan-2024,17:20:10
2024-01-17T12:20:11.568,2,42.30044,-71.349145,9,55.5,0.91,141.73,2.64836,17-Jan-2024,17:20:11
2024-01-17T12:20:12.814,2,42.3004283333333,-71.3491466666667,9,55.5,0.91,150.63,2.46316,17-Jan-2024,17:20:12
2024-01-17T12:20:13.613,2,42.3004216666667,-71.349135,9,55.6,0.91,149.21,3.3336,17-Jan-2024,17:20:13
2024-01-17T12:20:14.612,2,42.3004083333333,-71.3491433333333,9,55.5,0.91,150.3,3.74104,17-Jan-2024,17:20:14
2024-01-17T12:20:15.645,2,42.300395,-71.3491633333333,9,55.5,0.91,156.07,4.12996,17-Jan-2024,17:20:15
2024-01-17T12:20:16.627,2,42.3003833333333,-71.3491566666667,9,55.6,0.91,158.91,4.11144,17-Jan-2024,17:20:16
2024-01-17T12:20:17.808,2,42.3003733333333,-71.3491516666667,9,55.5,0.91,162.2,4.2596,17-Jan-2024,17:20:17
2024-01-17T12:20:18.569,2,42.3003583333333,-71.3491616666667,9,55.5,0.91,165.61,4.29664,17-Jan-2024,17:20:18
2024-01-17T12:20:19.576,2,42.300345,-71.3491783333333,9,55.5,0.91,169.67,3.74104,17-Jan-2024,17:20:19
2024-01-17T12:20:20.560,2,42.300335,-71.3491716666667,9,55.4,0.91,169.57,3.48176,17-Jan-2024,17:20:20
2024-01-17T12:20:21.583,2,42.3003266666667,-71.3491583333333,9,55.3,0.91,156.73,3.37064,17-Jan-2024,17:20:21
2024-01-17T12:20:22.763,2,42.3003183333333,-71.34915,9,55.1,0.91,155.23,2.98172,17-Jan-2024,17:20:22
2024-01-17T12:20:23.578,2,42.300305,-71.3491366666667,9,54.8,0.91,156.97,3.11136,17-Jan-2024,17:20:23
2024-01-17T12:20:24.572,2,42.3002933333333,-71.3491316666667,9,54.6,0.91,172.42,2.90764,17-Jan-2024,17:20:24
2024-01-17T12:20:25.592,2,42.3002816666667,-71.3491266666667,9,54.6,0.91,177.23,2.85208,17-Jan-2024,17:20:25
2024-01-17T12:20:26.564,2,42.3002766666667,-71.3491183333333,9,54.6,0.91,160.63,2.53724,17-Jan-2024,17:20:26
2024-01-17T12:20:27.799,2,42.3002666666667,-71.34911,9,54.3,0.91,155.06,2.46316,17-Jan-2024,17:20:27
2024-01-17T12:20:28.631,2,42.3002566666667,-71.349095,9,54.1,0.91,152.92,2.46316,17-Jan-2024,17:20:28
2024-01-17T12:20:29.622,2,42.3002466666667,-71.3490816666667,9,53.7,0.91,145.21,3.1484,17-Jan-2024,17:20:29
2024-01-17T12:20:30.628,2,42.3002366666667,-71.3490733333333,9,53.4,0.91,151.07,3.16692,17-Jan-2024,17:20:30
2024-01-17T12:20:31.572,2,42.3002283333333,-71.349065,9,53.2,0.91,157.18,3.00024,17-Jan-2024,17:20:31
2024-01-17T12:20:32.759,2,42.3002183333333,-71.3490616666667,9,53.1,0.91,159.21,3.03728,17-Jan-2024,17:20:32
2024-01-17T12:20:33.569,2,42.300205,-71.3490716666667,9,53,0.91,159.69,3.12988,17-Jan-2024,17:20:33
2024-01-17T12:20:34.626,2,42.3001883333333,-71.3491083333333,9,53,0.91,167.72,3.00024,17-Jan-2024,17:20:34
2024-01-17T12:20:35.605,2,42.3001733333333,-71.3491383333333,9,53.1,0.91,178.07,2.8706,17-Jan-2024,17:20:35
2024-01-17T12:20:36.605,2,42.3001683333333,-71.3491383333333,9,53,0.91,179.16,2.44464,17-Jan-2024,17:20:36
2024-01-17T12:20:37.828,2,42.3001666666667,-71.3491383333333,9,52.9,0.91,178.54,2.18536,17-Jan-2024,17:20:37
2024-01-17T12:20:38.637,2,42.300165,-71.3491516666667,9,52.7,0.91,181.9,1.81496,17-Jan-2024,17:20:38
2024-01-17T12:20:39.616,2,42.3001666666667,-71.3491633333333,9,52.5,0.91,197.67,1.16676,17-Jan-2024,17:20:39
2024-01-17T12:20:40.644,2,42.3001633333333,-71.34919,9,52.5,0.91,217.28,1.33344,17-Jan-2024,17:20:40
2024-01-17T12:20:41.587,2,42.3001583333333,-71.3492166666667,9,52.4,0.91,213.13,1.79644,17-Jan-2024,17:20:41
2024-01-17T12:20:42.769,2,42.3001516666667,-71.34923,9,52.2,0.91,220.13,1.92608,17-Jan-2024,17:20:42
2024-01-17T12:20:43.582,2,42.3001433333333,-71.3492433333333,9,52.1,0.91,214.28,2.11128,17-Jan-2024,17:20:43
2024-01-17T12:20:44.591,2,42.3001383333333,-71.34925,9,52,0.91,216.52,2.09276,17-Jan-2024,17:20:44
2024-01-17T12:20:45.577,2,42.30013,-71.3492616666667,9,52,0.91,212.59,2.315,17-Jan-2024,17:20:45
2024-01-17T12:20:46.589,2,42.300125,-71.3492716666667,9,51.8,0.91,213.27,2.05572,17-Jan-2024,17:20:46
2024-01-17T12:20:47.750,2,42.3001133333333,-71.3493116666667,9,51.8,0.91,211.25,2.29648,17-Jan-2024,17:20:47
2024-01-17T12:20:48.600,2,42.3001066666667,-71.349345,9,51.6,0.91,218.67,1.9446,17-Jan-2024,17:20:48
2024-01-17T12:20:49.627,2,42.3000966666667,-71.34938,9,51.5,0.91,209.41,2.09276,17-Jan-2024,17:20:49
2024-01-17T12:20:50.581,2,42.3000833333333,-71.349415,9,51.4,0.91,207.56,2.66688,17-Jan-2024,17:20:50
2024-01-17T12:20:51.654,2,42.300065,-71.349485,9,51.5,0.91,220.2,3.31508,17-Jan-2024,17:20:51
2024-01-17T12:20:52.843,2,42.3000533333333,-71.3495166666667,9,51.4,0.91,226.44,3.37064,17-Jan-2024,17:20:52
2024-01-17T12:20:53.621,2,42.3000416666667,-71.34955,9,51.2,0.91,231.65,3.68548,17-Jan-2024,17:20:53
2024-01-17T12:20:54.579,2,42.30003,-71.3495883333333,9,51.4,0.91,236.82,3.90772,17-Jan-2024,17:20:54
2024-01-17T12:20:55.653,2,42.3000183333333,-71.3496216666667,9,51.3,0.91,237.35,3.8892,17-Jan-2024,17:20:55
2024-01-17T12:20:56.598,2,42.300005,-71.3496666666667,9,51.2,0.91,237.62,4.29664,17-Jan-2024,17:20:56
2024-01-17T12:20:57.845,2,42.29999,-71.3496966666667,9,51.3,0.91,232.56,4.70408,17-Jan-2024,17:20:57
2024-01-17T12:20:58.648,2,42.299975,-71.3497316666667,9,51.3,0.91,230.23,5.31524,17-Jan-2024,17:20:58
2024-01-17T12:20:59.638,2,42.2999633333333,-71.3497566666667,9,51.2,0.91,228.36,5.16708,17-Jan-2024,17:20:59
2024-01-17T12:21:00.643,2,42.2999516666667,-71.349775,9,51.4,0.91,220,4.64852,17-Jan-2024,17:21:00
2024-01-17T12:21:01.651,2,42.2999416666667,-71.349785,9,51.5,0.91,227.07,5.31524,17-Jan-2024,17:21:01
2024-01-17T12:21:02.769,2,42.2999333333333,-71.3498,9,51.9,0.91,217.33,4.22256,17-Jan-2024,17:21:02
2024-01-17T12:21:03.600,2,42.2999233333333,-71.3498016666667,9,52.2,0.91,191.47,3.53732,17-Jan-2024,17:21:03
2024-01-17T12:21:04.609,2,42.299915,-71.3497966666667,9,52.2,0.91,187.6,3.64844,17-Jan-2024,17:21:04
2024-01-17T12:21:05.596,2,42.299905,-71.3497883333333,9,52.1,0.91,174.36,3.74104,17-Jan-2024,17:21:05
2024-01-17T12:21:06.595,2,42.299895,-71.349775,9,52.1,0.91,179.52,4.40776,17-Jan-2024,17:21:06
2024-01-17T12:21:07.773,2,42.2998833333333,-71.3497683333333,9,52.1,0.91,179.57,4.8152,17-Jan-2024,17:21:07
2024-01-17T12:21:08.587,2,42.2998683333333,-71.3497566666667,9,52,0.91,166.65,5.01892,17-Jan-2024,17:21:08
2024-01-17T12:21:09.603,2,42.299855,-71.349745,9,51.8,0.91,164.48,4.75964,17-Jan-2024,17:21:09
2024-01-17T12:21:10.654,2,42.2998416666667,-71.349735,9,51.7,0.91,166.04,5.3708,17-Jan-2024,17:21:10
2024-01-17T12:21:11.582,2,42.2998266666667,-71.3497216666667,9,51.5,0.91,179.41,4.01884,17-Jan-2024,17:21:11
2024-01-17T12:21:12.843,2,42.2998133333333,-71.3497166666667,9,51.3,0.91,175.06,4.12996,17-Jan-2024,17:21:12
2024-01-17T12:21:13.642,2,42.2998033333333,-71.3497083333333,9,51,0.91,161.34,3.48176,17-Jan-2024,17:21:13
2024-01-17T12:21:14.584,2,42.29979,-71.3496983333333,9,50.9,0.91,170.04,3.75956,17-Jan-2024,17:21:14
2024-01-17T12:21:15.659,2,42.2997766666667,-71.3496983333333,9,51,0.91,173.97,4.40776,17-Jan-2024,17:21:15
2024-01-17T12:21:16.654,2,42.29976,-71.349695,9,51,0.91,176.11,5.093,17-Jan-2024,17:21:16
2024-01-17T12:21:17.782,2,42.299745,-71.3496916666667,9,51.1,0.91,175.81,5.42636,17-Jan-2024,17:21:17
2024-01-17T12:21:18.635,2,42.2997316666667,-71.349685,9,50.9,0.91,171.93,4.64852,17-Jan-2024,17:21:18
2024-01-17T12:21:19.655,2,42.2997216666667,-71.3496816666667,9,50.7,0.91,187.57,3.50028,17-Jan-2024,17:21:19
2024-01-17T12:21:20.646,2,42.29971,-71.34968,9,50.3,0.91,195.99,3.704,17-Jan-2024,17:21:20
2024-01-17T12:21:21.643,2,42.2996933333333,-71.3496833333333,9,50,0.91,218.93,4.55592,17-Jan-2024,17:21:21
2024-01-17T12:21:22.833,2,42.299685,-71.3496916666667,9,49.7,0.91,243.28,3.9818,17-Jan-2024,17:21:22
2024-01-17T12:21:23.589,2,42.2996816666667,-71.3497016666667,9,49.6,0.91,268.09,3.40768,17-Jan-2024,17:21:23
2024-01-17T12:21:24.592,2,42.29968,-71.3497116666667,9,49.5,0.91,268.04,3.37064,17-Jan-2024,17:21:24
2024-01-17T12:21:25.585,2,42.2996783333333,-71.349725,9,49.5,0.91,277.97,4.55592,17-Jan-2024,17:21:25
2024-01-17T12:21:26.592,2,42.2996783333333,-71.34974,9,49.5,0.91,282.56,4.51888,17-Jan-2024,17:21:26
2024-01-17T12:21:27.780,2,42.2996783333333,-71.349755,9,49.4,0.91,276.8,4.40776,17-Jan-2024,17:21:27
2024-01-17T12:21:28.558,2,42.2996783333333,-71.3497666666667,9,49.2,0.91,273.56,4.01884,17-Jan-2024,17:21:28
2024-01-17T12:21:29.572,2,42.2996766666667,-71.3497816666667,9,49.2,0.91,269,5.13004,17-Jan-2024,17:21:29
2024-01-17T12:21:30.558,2,42.29967,-71.3497966666667,9,49.2,0.91,244.92,4.94484,17-Jan-2024,17:21:30
2024-01-17T12:21:31.628,2,42.299665,-71.3498066666667,9,49.3,0.91,240.83,3.37064,17-Jan-2024,17:21:31
2024-01-17T12:21:32.770,2,42.2996583333333,-71.3498183333333,9,49.3,0.91,268.78,3.81512,17-Jan-2024,17:21:32
2024-01-17T12:21:33.610,2,42.2996533333333,-71.3498333333333,9,49.3,0.91,261.52,4.0744,17-Jan-2024,17:21:33
2024-01-17T12:21:34.641,2,42.2996483333333,-71.34985,9,49.3,0.91,269.26,4.94484,17-Jan-2024,17:21:34
2024-01-17T12:21:35.594,2,42.2996416666667,-71.3498716666667,9,49.1,0.91,251.84,5.57452,17-Jan-2024,17:21:35
2024-01-17T12:21:36.591,2,42.299635,-71.34989,9,49,0.91,255.86,5.50044,17-Jan-2024,17:21:36
2024-01-17T12:21:37.842,2,42.29963,-71.3499083333333,9,49,0.91,251.99,5.51896,17-Jan-2024,17:21:37
2024-01-17T12:21:38.621,2,42.2996233333333,-71.3499266666667,9,49.1,0.91,252.91,6.019,17-Jan-2024,17:21:38
2024-01-17T12:21:39.633,2,42.29962,-71.349945,9,49.1,0.91,269.44,5.72268,17-Jan-2024,17:21:39
2024-01-17T12:21:40.640,2,42.2996183333333,-71.3499633333333,9,49.1,0.91,263.57,4.48184,17-Jan-2024,17:21:40
2024-01-17T12:21:41.645,2,42.2996133333333,-71.3499783333333,9,49.1,0.91,256.5,5.01892,17-Jan-2024,17:21:41
2024-01-17T12:21:42.830,2,42.2996033333333,-71.3499766666667,9,50.1,0.91,254.45,3.90772,17-Jan-2024,17:21:42
2024-01-17T12:21:43.622,2,42.2996016666667,-71.3499883333333,9,50.2,0.91,251.13,4.29664,17-Jan-2024,17:21:43
2024-01-17T12:21:44.600,2,42.2996,-71.3500033333333,9,50.3,0.91,246.2,4.11144,17-Jan-2024,17:21:44
2024-01-17T12:21:45.589,2,42.299595,-71.3500066666667,9,50.9,0.91,257.15,4.87076,17-Jan-2024,17:21:45
2024-01-17T12:21:46.582,2,42.29959,-71.35001,9,51.6,0.91,260.4,4.27812,17-Jan-2024,17:21:46
2024-01-17T12:21:47.795,2,42.299585,-71.3500316666667,9,51.9,0.91,259.16,4.5374,17-Jan-2024,17:21:47
2024-01-17T12:21:48.596,2,42.2995816666667,-71.35005,9,52.2,0.91,273.14,5.22264,17-Jan-2024,17:21:48
2024-01-17T12:21:49.585,2,42.2995783333333,-71.3500633333333,9,52.4,0.91,256.1,3.18544,17-Jan-2024,17:21:49
2024-01-17T12:21:50.598,2,42.2995733333333,-71.35008,9,52.7,0.91,254.44,3.62992,17-Jan-2024,17:21:50
2024-01-17T12:21:51.600,2,42.2995633333333,-71.3500966666667,9,52.9,0.91,245.19,4.64852,17-Jan-2024,17:21:51
2024-01-17T12:21:52.770,2,42.2995616666667,-71.3501166666667,9,53.5,0.91,250.15,4.33368,17-Jan-2024,17:21:52
2024-01-17T12:21:53.656,2,42.2995516666667,-71.3501483333333,9,54.1,0.91,253.87,5.25968,17-Jan-2024,17:21:53
2024-01-17T12:21:54.644,2,42.2995633333333,-71.35018,9,55.3,0.91,256.18,4.74112,17-Jan-2024,17:21:54
2024-01-17T12:21:55.649,2,42.2995733333333,-71.3502233333333,9,56.7,0.91,260.02,4.96336,17-Jan-2024,17:21:55
2024-01-17T12:21:56.580,2,42.29958,-71.3502516666667,9,57.6,0.91,254.95,5.13004,17-Jan-2024,17:21:56
2024-01-17T12:21:57.793,2,42.2995833333333,-71.350275,9,58.4,0.91,254.34,4.42628,17-Jan-2024,17:21:57
2024-01-17T12:21:58.655,2,42.2995816666667,-71.3503033333333,9,59,0.91,264.47,4.57444,17-Jan-2024,17:21:58
2024-01-17T12:21:59.642,2,42.2995783333333,-71.3503283333333,9,59.7,0.91,263.55,4.167,17-Jan-2024,17:21:59
2024-01-17T12:22:00.637,2,42.29958,-71.35036,9,61.5,0.91,262.58,4.61148,17-Jan-2024,17:22:00
2024-01-17T12:22:01.659,2,42.299575,-71.3503833333333,9,62,0.91,250.14,4.77816,17-Jan-2024,17:22:01
2024-01-17T12:22:02.843,2,42.2995716666667,-71.350395,9,62.6,0.91,248.89,3.00024,17-Jan-2024,17:22:02
2024-01-17T12:22:03.656,2,42.29957,-71.3504283333333,9,63.7,0.91,197.06,2.27796,17-Jan-2024,17:22:03
2024-01-17T12:22:04.621,2,42.299565,-71.350445,9,64.2,0.91,198.02,1.90756,17-Jan-2024,17:22:04
2024-01-17T12:22:05.609,2,42.29955,-71.3504566666667,9,64.2,0.91,181.16,3.03728,17-Jan-2024,17:22:05
2024-01-17T12:22:06.631,2,42.299535,-71.3504666666667,9,64.2,0.91,183.35,3.9818,17-Jan-2024,17:22:06
2024-01-17T12:22:07.782,2,42.29952,-71.35048,9,64.3,0.91,185.19,4.20404,17-Jan-2024,17:22:07
2024-01-17T12:22:08.597,2,42.2995033333333,-71.3504883333333,9,64.4,0.91,187.59,4.9078,17-Jan-2024,17:22:08
2024-01-17T12:22:09.618,2,42.2994933333333,-71.3504983333333,9,64.4,0.91,166.05,3.0558,17-Jan-2024,17:22:09
2024-01-17T12:22:10.602,2,42.2994883333333,-71.3505033333333,9,64.5,0.91,133.7,1.22232,17-Jan-2024,17:22:10
2024-01-17T12:22:11.596,2,42.2994816666667,-71.3505033333333,9,64.7,0.91,153.15,2.2224,17-Jan-2024,17:22:11
2024-01-17T12:22:12.790,2,42.2994716666667,-71.3505066666667,9,64.9,0.91,169.49,3.38916,17-Jan-2024,17:22:12
2024-01-17T12:22:13.572,2,42.2994666666667,-71.35051,9,65,0.91,161.69,2.81504,17-Jan-2024,17:22:13
2024-01-17T12:22:14.659,2,42.29946,-71.3505133333333,9,65.1,0.91,152.71,2.5928,17-Jan-2024,17:22:14
2024-01-17T12:22:15.656,2,42.2994583333333,-71.3505166666667,9,65.3,0.91,138.49,2.07424,17-Jan-2024,17:22:15
2024-01-17T12:22:16.626,2,42.299455,-71.3505233333333,9,65.4,0.91,151.15,1.31492,17-Jan-2024,17:22:16
2024-01-17T12:22:17.783,2,42.2994516666667,-71.350525,9,65.5,0.91,146,1.14824,17-Jan-2024,17:22:17
2024-01-17T12:22:18.595,2,42.299445,-71.3505433333333,9,65.5,0.91,174.61,1.42604,17-Jan-2024,17:22:18
2024-01-17T12:22:19.634,2,42.2994366666667,-71.3505466666667,9,65.6,0.91,182.1,2.00016,17-Jan-2024,17:22:19
2024-01-17T12:22:20.630,2,42.2994283333333,-71.3505516666667,9,65.5,0.91,184.21,2.18536,17-Jan-2024,17:22:20
2024-01-17T12:22:21.583,2,42.299415,-71.3505533333333,9,65.6,0.91,177.42,2.83356,17-Jan-2024,17:22:21
2024-01-17T12:22:22.788,2,42.2994016666667,-71.350555,9,65.5,0.91,174.74,3.38916,17-Jan-2024,17:22:22
2024-01-17T12:22:23.633,2,42.29939,-71.3505533333333,9,65.5,0.91,169.63,3.85216,17-Jan-2024,17:22:23
2024-01-17T12:22:24.588,2,42.2993766666667,-71.3505566666667,9,65.3,0.91,171.65,4.05588,17-Jan-2024,17:22:24
2024-01-17T12:22:25.610,2,42.2993616666667,-71.3505583333333,9,65.1,0.91,172.84,4.40776,17-Jan-2024,17:22:25
