ComputerTime,FixType,Latitude (dd),Longitude (dd),Satellites,Altitude (m),HDOP,Course (°True N),Speed (km/h),UTCDate,UTCTime
2024-01-17T12:22:26.589,2,42.2993433333333,-71.3505616666667,9,64.9,0.91,178,4.77816,17-Jan-2024,17:22:26
2024-01-17T12:22:27.821,2,42.2993283333333,-71.3505583333333,9,64.6,0.91,178.3,4.85224,17-Jan-2024,17:22:27
2024-01-17T12:22:28.570,2,42.29932,-71.3505633333333,9,64.5,0.91,179.05,4.63,17-Jan-2024,17:22:28
2024-01-17T12:22:29.575,2,42.299305,-71.3505533333333,9,64.4,0.91,172.5,4.94484,17-Jan-2024,17:22:29
2024-01-17T12:22:30.593,2,42.2992933333333,-71.3505483333333,9,64.3,0.91,171.77,4.88928,17-Jan-2024,17:22:30
2024-01-17T12:22:31.566,2,42.2992816666667,-71.350545,9,64.2,0.91,172.49,4.79668,17-Jan-2024,17:22:31
2024-01-17T12:22:32.760,2,42.2992633333333,-71.3505416666667,9,64,0.91,175.21,5.16708,17-Jan-2024,17:22:32
2024-01-17T12:22:33.593,2,42.29925,-71.35054,9,64,0.91,172.84,4.7226,17-Jan-2024,17:22:33
2024-01-17T12:22:34.582,2,42.2992366666667,-71.3505416666667,9,64.2,0.91,175.46,4.66704,17-Jan-2024,17:22:34
2024-01-17T12:22:35.575,2,42.2992233333333,-71.3505433333333,9,64.4,0.91,175.64,4.51888,17-Jan-2024,17:22:35
2024-01-17T12:22:36.568,2,42.2992133333333,-71.3505433333333,9,64.4,0.91,175.5,4.4448,17-Jan-2024,17:22:36
2024-01-17T12:22:37.815,2,42.2992066666667,-71.350555,9,64.4,0.91,190.67,3.96328,17-Jan-2024,17:22:37
2024-01-17T12:22:38.649,2,42.2992016666667,-71.3505666666667,9,64.5,0.91,205.24,3.704,17-Jan-2024,17:22:38
2024-01-17T12:22:39.636,2,42.2991983333333,-71.350575,9,64.6,0.91,213.4,3.27804,17-Jan-2024,17:22:39
2024-01-17T12:22:40.642,2,42.2991883333333,-71.3505733333333,9,64.8,0.91,210.39,3.241,17-Jan-2024,17:22:40
2024-01-17T12:22:41.590,2,42.2991816666667,-71.350575,9,64.8,0.91,209.22,3.11136,17-Jan-2024,17:22:41
2024-01-17T12:22:42.746,2,42.299175,-71.35058,9,64.8,0.91,212.37,3.11136,17-Jan-2024,17:22:42
2024-01-17T12:22:43.605,2,42.2991733333333,-71.3505866666667,9,65,0.91,217.99,2.6854,17-Jan-2024,17:22:43
2024-01-17T12:22:44.615,2,42.2991733333333,-71.3505966666667,9,65.3,0.91,226.38,2.61132,17-Jan-2024,17:22:44
2024-01-17T12:22:45.636,2,42.2991666666667,-71.3506016666667,9,65.6,0.91,228.25,2.55576,17-Jan-2024,17:22:45
2024-01-17T12:22:46.614,2,42.2991683333333,-71.35061,9,65.7,0.91,239.01,2.5002,17-Jan-2024,17:22:46
2024-01-17T12:22:47.779,2,42.2991683333333,-71.3506083333333,9,65.7,0.91,236.32,1.87052,17-Jan-2024,17:22:47
2024-01-17T12:22:48.609,2,42.29917,-71.3506083333333,9,65.7,0.91,247.56,1.55568,17-Jan-2024,17:22:48
2024-01-17T12:22:49.542,2,42.2991733333333,-71.3506133333333,9,65.6,0.91,258.15,1.42604,17-Jan-2024,17:22:49
2024-01-17T12:22:50.557,2,42.299175,-71.3506183333333,9,65.6,0.91,271.62,1.09268,17-Jan-2024,17:22:50
2024-01-17T12:22:51.581,2,42.2991716666667,-71.350625,9,65.8,0.91,268.6,1.07416,17-Jan-2024,17:22:51
2024-01-17T12:22:52.770,2,42.2991766666667,-71.35063,9,66.1,0.91,289.43,1.37048,17-Jan-2024,17:22:52
2024-01-17T12:22:53.529,2,42.2991766666667,-71.35064,9,66.2,0.91,292.37,1.55568,17-Jan-2024,17:22:53
2024-01-17T12:22:54.567,2,42.2991833333333,-71.3506516666667,9,66.3,0.91,304.44,1.852,17-Jan-2024,17:22:54
2024-01-17T12:22:55.581,2,42.2991883333333,-71.3506666666667,9,66.5,0.91,297.12,1.92608,17-Jan-2024,17:22:55
2024-01-17T12:22:56.575,2,42.299185,-71.3506766666667,9,66.6,0.91,296.26,1.852,17-Jan-2024,17:22:56
2024-01-17T12:22:57.725,2,42.2991883333333,-71.3506866666667,9,66.7,0.91,296.23,1.83348,17-Jan-2024,17:22:57
2024-01-17T12:22:58.598,2,42.2991883333333,-71.3506966666667,9,66.7,0.91,294.37,1.88904,17-Jan-2024,17:22:58
2024-01-17T12:22:59.608,2,42.2991866666667,-71.3507116666667,9,66.9,0.91,280.87,1.92608,17-Jan-2024,17:22:59
2024-01-17T12:23:00.617,2,42.299185,-71.3507233333333,9,67,0.91,282.19,1.98164,17-Jan-2024,17:23:00
2024-01-17T12:23:01.595,2,42.2991833333333,-71.3507416666667,9,66.9,0.91,275.76,2.25944,17-Jan-2024,17:23:01
2024-01-17T12:23:02.746,2,42.2991766666667,-71.3507566666667,9,66.8,0.91,270.04,2.42612,17-Jan-2024,17:23:02
2024-01-17T12:23:03.608,2,42.299175,-71.3507816666667,9,66.8,0.91,272.2,2.70392,17-Jan-2024,17:23:03
2024-01-17T12:23:04.531,2,42.2991716666667,-71.3508166666667,9,66.8,0.91,270.5,3.59288,17-Jan-2024,17:23:04
2024-01-17T12:23:05.641,2,42.29916,-71.3508433333333,9,66.9,0.91,267.62,3.68548,17-Jan-2024,17:23:05
2024-01-17T12:23:06.579,2,42.299155,-71.3508633333333,9,66.9,0.91,265.24,3.704,17-Jan-2024,17:23:06
2024-01-17T12:23:07.796,2,42.299155,-71.35088,9,66.7,0.91,270.09,3.38916,17-Jan-2024,17:23:07
2024-01-17T12:23:08.626,2,42.2991516666667,-71.3508983333333,9,66.7,0.91,270.92,3.48176,17-Jan-2024,17:23:08
2024-01-17T12:23:09.583,2,42.2991533333333,-71.3509116666667,9,66.6,0.91,273.58,3.31508,17-Jan-2024,17:23:09
2024-01-17T12:23:10.579,2,42.2991483333333,-71.35092,8,66.7,1.06,272.22,2.62984,17-Jan-2024,17:23:10
2024-01-17T12:23:11.618,2,42.2991416666667,-71.350935,9,66.8,0.91,270.13,2.37056,17-Jan-2024,17:23:11
2024-01-17T12:23:12.725,2,42.299145,-71.3509516666667,9,66.9,0.91,278.71,2.25944,17-Jan-2024,17:23:12
2024-01-17T12:23:13.580,2,42.2991383333333,-71.3509666666667,9,67.2,0.91,277.01,2.07424,17-Jan-2024,17:23:13
2024-01-17T12:23:14.576,2,42.299135,-71.35098,9,67.3,0.91,278.85,1.90756,17-Jan-2024,17:23:14
2024-01-17T12:23:15.619,2,42.2991333333333,-71.3509933333333,9,67.3,0.91,282.41,1.92608,17-Jan-2024,17:23:15
2024-01-17T12:23:16.561,2,42.29913,-71.3510066666667,9,67.5,0.91,283.6,1.87052,17-Jan-2024,17:23:16
2024-01-17T12:23:17.755,2,42.29912,-71.35101,9,67.9,0.91,274.61,1.61124,17-Jan-2024,17:23:17
2024-01-17T12:23:18.571,2,42.29912,-71.351015,9,68.1,0.91,280.29,1.51864,17-Jan-2024,17:23:18
2024-01-17T12:23:19.577,2,42.2991366666667,-71.3510233333333,9,68.2,0.91,293.22,1.68532,17-Jan-2024,17:23:19
2024-01-17T12:23:20.608,2,42.2991433333333,-71.35104,8,68.3,0.96,292.65,2.25944,17-Jan-2024,17:23:20
2024-01-17T12:23:21.604,2,42.299145,-71.35107,9,68.4,0.91,278.21,3.07432,17-Jan-2024,17:23:21
2024-01-17T12:23:22.821,2,42.299145,-71.3510966666667,8,68.4,0.96,270.42,3.77808,17-Jan-2024,17:23:22
2024-01-17T12:23:23.647,2,42.2991433333333,-71.3511316666667,9,68.4,0.91,262.89,4.18552,17-Jan-2024,17:23:23
2024-01-17T12:23:24.652,2,42.29914,-71.3511566666667,9,68.3,0.91,256.7,4.50036,17-Jan-2024,17:23:24
2024-01-17T12:23:25.596,2,42.2991366666667,-71.3511816666667,9,68.4,0.91,255.25,4.01884,17-Jan-2024,17:23:25
2024-01-17T12:23:26.651,2,42.2991316666667,-71.3512,9,68.6,0.91,251.88,3.75956,17-Jan-2024,17:23:26
2024-01-17T12:23:27.764,2,42.2991233333333,-71.351225,9,68.7,0.91,251.59,3.59288,17-Jan-2024,17:23:27
2024-01-17T12:23:28.643,2,42.29912,-71.3512483333333,9,68.8,0.91,259.43,3.7966,17-Jan-2024,17:23:28
2024-01-17T12:23:29.624,2,42.2991183333333,-71.351275,9,68.8,0.91,268.9,3.704,17-Jan-2024,17:23:29
2024-01-17T12:23:30.624,2,42.2991166666667,-71.3512983333333,9,68.8,0.91,267.66,3.72252,17-Jan-2024,17:23:30
2024-01-17T12:23:31.593,2,42.2991116666667,-71.3513266666667,9,68.8,0.91,266.85,4.14848,17-Jan-2024,17:23:31
2024-01-17T12:23:32.816,2,42.2991166666667,-71.3513433333333,9,69,0.91,268.42,3.90772,17-Jan-2024,17:23:32
2024-01-17T12:23:33.606,2,42.299115,-71.351365,9,69.2,0.91,265.01,3.90772,17-Jan-2024,17:23:33
2024-01-17T12:23:34.583,2,42.299105,-71.35139,9,70.3,0.91,267.55,3.75956,17-Jan-2024,17:23:34
2024-01-17T12:23:35.603,2,42.299105,-71.3514033333333,9,71,0.91,266.68,3.37064,17-Jan-2024,17:23:35
2024-01-17T12:23:36.610,2,42.2991,-71.3514216666667,9,71.2,0.91,268.65,1.98164,17-Jan-2024,17:23:36
2024-01-17T12:23:37.773,2,42.2990966666667,-71.3514416666667,9,71.3,0.91,239.24,1.4816,17-Jan-2024,17:23:37
2024-01-17T12:23:38.594,2,42.29909,-71.35146,9,71.4,0.91,229.59,1.2038,17-Jan-2024,17:23:38
2024-01-17T12:23:39.597,2,42.2990916666667,-71.3514716666667,9,71.6,0.91,248.77,1.5742,17-Jan-2024,17:23:39
2024-01-17T12:23:40.574,2,42.2990983333333,-71.3514833333333,9,71.9,0.91,243.33,1.68532,17-Jan-2024,17:23:40
2024-01-17T12:23:41.648,2,42.2991033333333,-71.3514933333333,9,72.1,0.91,240.4,1.61124,17-Jan-2024,17:23:41
2024-01-17T12:23:42.765,2,42.2991033333333,-71.3515016666667,9,72.2,0.91,244.94,1.61124,17-Jan-2024,17:23:42
2024-01-17T12:23:43.624,2,42.299105,-71.3515183333333,9,72.3,0.91,265.78,2.48168,17-Jan-2024,17:23:43
2024-01-17T12:23:44.637,2,42.2991116666667,-71.35153,9,72.4,0.91,265.41,2.42612,17-Jan-2024,17:23:44
2024-01-17T12:23:45.578,2,42.2991133333333,-71.3515416666667,9,72.4,0.91,273.14,2.42612,17-Jan-2024,17:23:45
2024-01-17T12:23:46.649,2,42.29912,-71.3515533333333,9,72.4,0.91,274.23,2.25944,17-Jan-2024,17:23:46
2024-01-17T12:23:47.834,2,42.2991183333333,-71.3515716666667,9,72.4,0.91,268.34,2.57428,17-Jan-2024,17:23:47
2024-01-17T12:23:48.600,2,42.2991216666667,-71.35159,9,72.3,0.91,264.35,2.94468,17-Jan-2024,17:23:48
2024-01-17T12:23:49.640,2,42.2991216666667,-71.3516066666667,9,72.2,0.91,265.08,2.9632,17-Jan-2024,17:23:49
2024-01-17T12:23:50.614,2,42.2991266666667,-71.351625,9,72,0.91,269.92,3.31508,17-Jan-2024,17:23:50
2024-01-17T12:23:51.655,2,42.299125,-71.3516416666667,9,71.8,0.91,259.83,3.46324,17-Jan-2024,17:23:51
2024-01-17T12:23:52.774,2,42.29913,-71.3516566666667,9,71.7,0.91,267.51,3.11136,17-Jan-2024,17:23:52
2024-01-17T12:23:53.623,2,42.29913,-71.351675,9,71.5,0.91,263.99,3.1484,17-Jan-2024,17:23:53
2024-01-17T12:23:54.578,2,42.2991266666667,-71.3516883333333,9,71.6,0.91,250.05,2.29648,17-Jan-2024,17:23:54
2024-01-17T12:23:55.609,2,42.2991216666667,-71.3517066666667,9,71.3,0.91,245.08,2.70392,17-Jan-2024,17:23:55
2024-01-17T12:23:56.602,2,42.29912,-71.3517216666667,9,71.4,0.91,249.72,2.74096,17-Jan-2024,17:23:56
2024-01-17T12:23:57.782,2,42.2991166666667,-71.3517333333333,9,71.6,0.91,253.17,2.8706,17-Jan-2024,17:23:57
2024-01-17T12:23:58.580,2,42.2991133333333,-71.3517483333333,9,71.4,0.91,259.72,3.01876,17-Jan-2024,17:23:58
2024-01-17T12:23:59.602,2,42.2991083333333,-71.3517583333333,9,71.6,0.91,252.37,2.62984,17-Jan-2024,17:23:59
2024-01-17T12:24:00.581,2,42.2991116666667,-71.3517733333333,9,71.5,0.91,266,2.83356,17-Jan-2024,17:24:00
2024-01-17T12:24:01.598,2,42.2991116666667,-71.3517866666667,9,71.4,0.91,267.46,3.11136,17-Jan-2024,17:24:01
2024-01-17T12:24:02.833,2,42.29911,-71.3518083333333,9,71.1,0.91,266.22,3.46324,17-Jan-2024,17:24:02
2024-01-17T12:24:03.604,2,42.2991133333333,-71.3518216666667,9,71.3,0.91,279.44,2.88912,17-Jan-2024,17:24:03
2024-01-17T12:24:04.656,2,42.29911,-71.3518383333333,9,71.4,0.91,269.8,3.07432,17-Jan-2024,17:24:04
2024-01-17T12:24:05.633,2,42.2991083333333,-71.3518516666667,9,71.6,0.91,270.84,3.25952,17-Jan-2024,17:24:05
2024-01-17T12:24:06.586,2,42.2991066666667,-71.35187,9,71.5,0.91,268.3,3.68548,17-Jan-2024,17:24:06
2024-01-17T12:24:07.803,2,42.2991066666667,-71.3518866666667,9,71.3,0.91,265.15,3.25952,17-Jan-2024,17:24:07
2024-01-17T12:24:08.637,2,42.299105,-71.3519033333333,8,70.9,1,260.53,3.20396,17-Jan-2024,17:24:08
2024-01-17T12:24:09.647,2,42.2991083333333,-71.3519216666667,9,70.5,0.91,273.61,3.4262,17-Jan-2024,17:24:09
2024-01-17T12:24:10.653,2,42.29911,-71.3519383333333,9,70,0.91,271.52,2.83356,17-Jan-2024,17:24:10
2024-01-17T12:24:11.628,2,42.299115,-71.3519516666667,8,69.7,1,282.5,3.4262,17-Jan-2024,17:24:11
2024-01-17T12:24:12.842,2,42.2991216666667,-71.3519666666667,8,69.6,1,290.75,4.22256,17-Jan-2024,17:24:12
2024-01-17T12:24:13.612,2,42.2991266666667,-71.35198,9,69.5,0.91,291.29,3.62992,17-Jan-2024,17:24:13
2024-01-17T12:24:14.635,2,42.2991383333333,-71.3519933333333,9,69.4,0.91,299.63,4.24108,17-Jan-2024,17:24:14
2024-01-17T12:24:15.579,2,42.299145,-71.35201,8,69.3,1,298.19,4.61148,17-Jan-2024,17:24:15
2024-01-17T12:24:16.599,2,42.2991466666667,-71.3520416666667,9,69.2,0.91,300.04,4.74112,17-Jan-2024,17:24:16
2024-01-17T12:24:17.782,2,42.2991483333333,-71.3520666666667,8,69.2,1,302.32,3.96328,17-Jan-2024,17:24:17
2024-01-17T12:24:18.567,2,42.2991583333333,-71.3520833333333,8,69.2,1,306.31,4.09292,17-Jan-2024,17:24:18
2024-01-17T12:24:19.605,2,42.2991616666667,-71.3521016666667,9,69.2,0.91,309.11,3.7966,17-Jan-2024,17:24:19
2024-01-17T12:24:20.583,2,42.299165,-71.352115,9,69.1,0.91,306.16,3.3336,17-Jan-2024,17:24:20
2024-01-17T12:24:21.589,2,42.2991683333333,-71.3521316666667,8,69,1,309.81,3.29656,17-Jan-2024,17:24:21
2024-01-17T12:24:22.773,2,42.2991716666667,-71.3521466666667,9,68.8,0.91,319.98,2.92616,17-Jan-2024,17:24:22
2024-01-17T12:24:23.584,2,42.2991766666667,-71.3521533333333,9,68.6,0.91,323.01,2.66688,17-Jan-2024,17:24:23
2024-01-17T12:24:24.630,2,42.2991816666667,-71.35216,9,68.5,0.91,327.42,2.48168,17-Jan-2024,17:24:24
2024-01-17T12:24:25.630,2,42.299185,-71.3521616666667,9,68.2,0.91,348.85,1.72236,17-Jan-2024,17:24:25
2024-01-17T12:24:26.638,2,42.2991883333333,-71.35217,9,68,0.91,343.13,2.05572,17-Jan-2024,17:24:26
2024-01-17T12:24:27.779,2,42.2991916666667,-71.35218,9,67.8,0.91,338.48,2.07424,17-Jan-2024,17:24:27
2024-01-17T12:24:28.591,2,42.2991933333333,-71.352185,9,67.6,0.91,328.61,1.96312,17-Jan-2024,17:24:28
2024-01-17T12:24:29.629,2,42.2991966666667,-71.3521883333333,9,67.4,0.91,336.42,1.4816,17-Jan-2024,17:24:29
2024-01-17T12:24:30.635,2,42.2992033333333,-71.3521933333333,9,67.3,0.91,340.96,2.00016,17-Jan-2024,17:24:30
2024-01-17T12:24:31.641,2,42.299215,-71.3521983333333,9,67.1,0.91,347.92,2.66688,17-Jan-2024,17:24:31
2024-01-17T12:24:32.841,2,42.2992283333333,-71.3522066666667,9,66.9,0.91,343,3.48176,17-Jan-2024,17:24:32
2024-01-17T12:24:33.648,2,42.2992366666667,-71.352215,9,66.7,0.91,339.26,3.241,17-Jan-2024,17:24:33
2024-01-17T12:24:34.570,2,42.2992466666667,-71.3522216666667,8,66.6,1,340.33,3.53732,17-Jan-2024,17:24:34
2024-01-17T12:24:35.595,2,42.29926,-71.3522283333333,9,66.5,0.91,336.78,4.12996,17-Jan-2024,17:24:35
2024-01-17T12:24:36.617,2,42.2992683333333,-71.3522383333333,9,66.5,0.91,340.15,4.03736,17-Jan-2024,17:24:36
2024-01-17T12:24:37.822,2,42.299275,-71.3522433333333,9,66.4,0.91,348.75,3.85216,17-Jan-2024,17:24:37
2024-01-17T12:24:38.584,2,42.2992883333333,-71.352245,9,66.3,0.91,359.39,3.92624,17-Jan-2024,17:24:38
2024-01-17T12:24:39.608,2,42.299295,-71.35224,9,66.2,0.91,20.81,3.74104,17-Jan-2024,17:24:39
2024-01-17T12:24:40.597,2,42.2993016666667,-71.3522333333333,9,65.9,0.91,23.86,3.53732,17-Jan-2024,17:24:40
2024-01-17T12:24:41.611,2,42.2993116666667,-71.3522216666667,9,65.5,0.91,39.6,3.75956,17-Jan-2024,17:24:41
2024-01-17T12:24:42.773,2,42.2993116666667,-71.3522066666667,9,65.2,0.91,58.54,3.66696,17-Jan-2024,17:24:42
2024-01-17T12:24:43.591,2,42.29932,-71.3521916666667,9,65,0.91,60.95,3.92624,17-Jan-2024,17:24:43
2024-01-17T12:24:44.601,2,42.2993216666667,-71.3521783333333,9,64.7,0.91,66.93,3.94476,17-Jan-2024,17:24:44
2024-01-17T12:24:45.654,2,42.2993233333333,-71.3521616666667,9,64.5,0.91,71.45,4.167,17-Jan-2024,17:24:45
2024-01-17T12:24:46.628,2,42.2993266666667,-71.3521483333333,9,64.3,0.91,70.48,3.90772,17-Jan-2024,17:24:46
2024-01-17T12:24:47.829,2,42.2993316666667,-71.3521366666667,9,64.1,0.91,67.36,3.68548,17-Jan-2024,17:24:47
2024-01-17T12:24:48.598,2,42.2993366666667,-71.352125,9,64,0.91,66.21,3.64844,17-Jan-2024,17:24:48
2024-01-17T12:24:49.586,2,42.2993483333333,-71.35211,9,63.9,0.91,56.97,4.27812,17-Jan-2024,17:24:49
2024-01-17T12:24:50.646,2,42.29935,-71.352095,9,63.8,0.91,61.41,4.09292,17-Jan-2024,17:24:50
2024-01-17T12:24:51.621,2,42.29936,-71.35208,9,63.7,0.9,55.3,4.42628,17-Jan-2024,17:24:51
2024-01-17T12:24:52.828,2,42.2993683333333,-71.352065,9,63.6,0.91,52.96,4.42628,17-Jan-2024,17:24:52
2024-01-17T12:24:53.581,2,42.2993766666667,-71.3520466666667,9,63.5,0.91,52.6,4.57444,17-Jan-2024,17:24:53
2024-01-17T12:24:54.634,2,42.2993866666667,-71.3520316666667,9,63.6,0.9,47.81,4.40776,17-Jan-2024,17:24:54
2024-01-17T12:24:55.648,2,42.29939,-71.3520133333333,9,63.3,0.9,54.83,4.37072,17-Jan-2024,17:24:55
2024-01-17T12:24:56.633,2,42.2994033333333,-71.3520016666667,9,63.1,0.9,39.34,4.12996,17-Jan-2024,17:24:56
2024-01-17T12:24:57.776,2,42.29941,-71.3519866666667,9,63,0.9,41.74,4.2596,17-Jan-2024,17:24:57
2024-01-17T12:24:58.634,2,42.2994183333333,-71.3519633333333,9,63,0.9,51.45,4.98188,17-Jan-2024,17:24:58
2024-01-17T12:24:59.579,2,42.2994233333333,-71.3519466666667,9,63,0.9,52.98,4.48184,17-Jan-2024,17:24:59
2024-01-17T12:25:00.592,2,42.2994333333333,-71.3519316666667,9,63.1,0.9,51.53,4.33368,17-Jan-2024,17:25:00
2024-01-17T12:25:01.575,2,42.299445,-71.3519133333333,9,63.1,0.9,54.03,4.63,17-Jan-2024,17:25:01
2024-01-17T12:25:02.776,2,42.2994466666667,-71.351895,9,62.9,0.9,56.88,4.38924,17-Jan-2024,17:25:02
2024-01-17T12:25:03.594,2,42.29945,-71.3518733333333,9,62.7,0.9,60.88,4.55592,17-Jan-2024,17:25:03
2024-01-17T12:25:04.587,2,42.2994716666667,-71.3518516666667,9,62.7,0.9,57.4,4.7226,17-Jan-2024,17:25:04
2024-01-17T12:25:05.597,2,42.2994883333333,-71.3518283333333,9,62.6,0.9,57.21,4.94484,17-Jan-2024,17:25:05
2024-01-17T12:25:06.600,2,42.2994966666667,-71.3518066666667,9,62.5,0.9,57,4.68556,17-Jan-2024,17:25:06
2024-01-17T12:25:07.806,2,42.2995016666667,-71.3517866666667,9,62.3,0.9,59.99,4.4448,17-Jan-2024,17:25:07
2024-01-17T12:25:08.641,2,42.29951,-71.3517683333333,9,62.4,0.9,65.39,4.33368,17-Jan-2024,17:25:08
2024-01-17T12:25:09.620,2,42.2995316666667,-71.35175,9,62.3,0.9,77.7,3.35212,17-Jan-2024,17:25:09
2024-01-17T12:25:10.640,2,42.2995333333333,-71.35174,9,62.1,0.9,64.39,2.35204,17-Jan-2024,17:25:10
2024-01-17T12:25:11.619,2,42.2995466666667,-71.351735,9,61.9,0.9,26.83,1.81496,17-Jan-2024,17:25:11
2024-01-17T12:25:12.798,2,42.2995583333333,-71.3517283333333,9,61.4,0.9,5.24,1.74088,17-Jan-2024,17:25:12
2024-01-17T12:25:13.584,2,42.29959,-71.3517283333333,9,61.2,0.91,314.77,1.5742,17-Jan-2024,17:25:13
2024-01-17T12:25:14.640,2,42.299595,-71.3517283333333,9,61,0.9,316.14,1.44456,17-Jan-2024,17:25:14
2024-01-17T12:25:15.621,2,42.29961,-71.3517233333333,9,60.8,0.9,273.39,0.7408,17-Jan-2024,17:25:15
2024-01-17T12:25:16.640,2,42.2996283333333,-71.3517183333333,9,60.6,0.9,301.76,1.16676,17-Jan-2024,17:25:16
2024-01-17T12:25:17.840,2,42.2996433333333,-71.3517133333333,9,60.3,0.9,312.9,1.77792,17-Jan-2024,17:25:17
2024-01-17T12:25:18.605,2,42.2996583333333,-71.35171,9,60.1,0.9,311.06,1.70384,17-Jan-2024,17:25:18
2024-01-17T12:25:19.648,2,42.2996583333333,-71.3517083333333,9,60,0.9,306.79,1.4816,17-Jan-2024,17:25:19
2024-01-17T12:25:20.570,2,42.2996683333333,-71.3517083333333,9,60,0.9,309.36,1.40752,17-Jan-2024,17:25:20
2024-01-17T12:25:21.590,2,42.2996716666667,-71.3517083333333,9,60.1,0.9,316.86,1.03712,17-Jan-2024,17:25:21
